"","sid","grp","trial","blkt","current","nxt","tord:1","tord:2","tord:3","tord:4","pct:1","pct:2","pct:3","pct:4","pc:1","pc:2","pc:3","pc:4","pcr:1","pcr:2","pcr:3","pcr:4","pval:1","pval:2","pval:3","pval:4","relt:1","relt:2","relt:3","relt:4","sc:1","sc:2","sc:3","sc:4","scsq:1","scsq:2","scsq:3","scsq:4","currentd:1","currentd:2","currentd:3","currentd:4","lrn:1","lrn:2","lrn:3","lrn:4","int:1","int:2","int:3","int:4","comp:1","comp:2","comp:3","comp:4","time:1","time:2","time:3","time:4","prog:1","prog:2","prog:3","prog:4","rule:1","rule:2","rule:3","rule:4","lrn2:1","lrn2:2","lrn2:3","lrn2:4"
"5161",20,0,160,18,"3","1",2,1,4,3,0.733333333333333,0.8,0.533333333333333,0.8,0.84375,0.914285714285714,0.596491228070175,0.638888888888889,1,1,0.8,0.8,4.68865036964417e-05,1.90484570339322e-07,0.0368446816562125,0.0336264143697917,0.20625,0.2125,0.35625,0.225,-0.204861111111111,-0.275396825396825,0.0423976608187134,0,0.041968074845679,0.0758434114386495,0.00179756164289867,0,0,0,1,0,0.5,0,1,0.5,1,1,0,0.166666666666667,0,0.428571428571429,1,1,1,0.666666666666667,0,0.333333333333333,1,0.8,0,0.2,1,1,0,0.142857142857143,0,0,1,1
"5184",20,0,183,23,"1","4",2,1,4,3,0.733333333333333,0.8,0.533333333333333,0.8,0.872727272727273,0.914285714285714,0.596491228070175,0.638888888888889,1,1,0.8,0.8,5.63237581574505e-09,1.90484570339322e-07,0.0368446816562125,0.0336264143697917,0.300546448087432,0.185792349726776,0.311475409836066,0.202185792349727,-0.233838383838384,-0.275396825396825,0.0423976608187134,0,0.0546803897561473,0.0758434114386495,0.00179756164289867,0,1,0,0,0,0.5,0,1,0.5,1,1,0,0.166666666666667,0,0.428571428571429,1,1,1,0.666666666666667,0,0.333333333333333,1,0.8,0,0.2,1,1,0,0.142857142857143,0,0,1,1
"5230",20,0,229,46,"4","2",2,1,4,3,0.733333333333333,0.8,0.533333333333333,0.8,0.872727272727273,0.914285714285714,0.596491228070175,0.573170731707317,1,1,0.8,0.8,5.63237581574505e-09,1.90484570339322e-07,0.0368446816562125,0.036784660339889,0.240174672489083,0.152838427947598,0.248908296943231,0.358078602620087,-0.276236044657097,-0.317794486215539,0,0.0233204963628584,0.0763063523677978,0.100993335468998,0,0.000543845550610091,0,0,0,1,0.5,0,1,0.5,1,1,0,0.166666666666667,0,0.428571428571429,1,1,1,0.666666666666667,0,0.333333333333333,1,0.8,0,0.2,1,1,0,0.142857142857143,0,0,1,1
"5253",20,0,252,23,"2","1",2,1,4,3,0.733333333333333,0.8,0.533333333333333,0.8,0.872727272727273,0.931034482758621,0.596491228070175,0.573170731707317,1,1,0.8,0.8,5.63237581574505e-09,1.47198225830536e-12,0.0368446816562125,0.036784660339889,0.222222222222222,0.226190476190476,0.226190476190476,0.325396825396825,-0.276236044657097,-0.334543254688445,0,0.0233204963628584,0.0763063523677978,0.111919189257538,0,0.000543845550610091,0,1,0,0,0.5,0,1,0.5,1,1,0,0.166666666666667,0,0.428571428571429,1,1,1,0.666666666666667,0,0.333333333333333,1,0.8,0,0.2,1,1,0,0.142857142857143,0,0,1,1
"5271",20,0,270,18,"1","4",2,1,4,3,0.733333333333333,0.8,0.533333333333333,0.8,0.904109589041096,0.931034482758621,0.596491228070175,0.573170731707317,1,1,0.8,0.8,1.72513994615883e-13,1.47198225830536e-12,0.0368446816562125,0.036784660339889,0.27037037037037,0.211111111111111,0.211111111111111,0.307407407407407,-0.30761836097092,-0.334543254688445,0,0.0233204963628584,0.0946290560064355,0.111919189257538,0,0.000543845550610091,1,0,0,0,0.5,0,1,0.5,1,1,0,0.166666666666667,0,0.428571428571429,1,1,1,0.666666666666667,0,0.333333333333333,1,0.8,0,0.2,1,1,0,0.142857142857143,0,0,1,1
"5295",20,0,294,24,"4","1",2,1,4,3,0.733333333333333,0.8,0.533333333333333,0.8,0.904109589041096,0.931034482758621,0.596491228070175,0.547169811320755,1,1,0.8,0.4,1.72513994615883e-13,1.47198225830536e-12,0.0368446816562125,0.0484206943317808,0.251700680272109,0.193877551020408,0.193877551020408,0.360544217687075,-0.30761836097092,-0.334543254688445,0,0.0493214167494207,0.0946290560064355,0.111919189257538,0,0.00243260215017004,0,0,0,1,0.5,0,1,0.5,1,1,0,0.166666666666667,0,0.428571428571429,1,1,1,0.666666666666667,0,0.333333333333333,1,0.8,0,0.2,1,1,0,0.142857142857143,0,0,1,1
"5362",21,0,110,50,"1","3",4,2,1,3,0.733333333333333,0.8,0.333333333333333,0.6,0.584615384615385,0.8,0.333333333333333,0.6,0.6,0.6,0.2,0.8,0.0392533995651432,0.013885498046875,0.091644287109375,0.152740478515625,0.581818181818182,0.136363636363636,0.145454545454545,0.136363636363636,0.215384615384615,0,0.466666666666667,0.2,0.0463905325443787,0,0.217777777777778,0.04,1,0,0,0,0,0.25,1,0.25,1,0.555555555555556,0,0.333333333333333,0,0.777777777777778,1,0.555555555555556,1,0.555555555555556,0,0.555555555555556,1,0.555555555555556,0,0.333333333333333,1,0,0,0,0,1,1,1
"5371",21,0,119,9,"3","2",4,2,1,3,0.733333333333333,0.8,0.333333333333333,0.6,0.584615384615385,0.8,0.375,0.6,0.6,0.6,0.4,0.8,0.0392533995651432,0.013885498046875,0.0779333114624023,0.152740478515625,0.53781512605042,0.134453781512605,0.201680672268908,0.126050420168067,0.215384615384615,0,0.425,0.2,0.0463905325443787,0,0.180625,0.04,0,0,1,0,0,0.25,1,0.25,1,0.555555555555556,0,0.333333333333333,0,0.777777777777778,1,0.555555555555556,1,0.555555555555556,0,0.555555555555556,1,0.555555555555556,0,0.333333333333333,1,0,0,0,0,1,1,1
"5420",21,0,168,49,"2","4",4,2,1,3,0.733333333333333,0.8,0.333333333333333,0.6,0.584615384615385,0.53125,0.375,0.6,0.6,0.4,0.4,0.8,0.0392533995651432,0.0878359890534609,0.0779333114624023,0.152740478515625,0.380952380952381,0.380952380952381,0.142857142857143,0.0952380952380952,0.0153846153846153,0.06875,0.225,0,0.000236686390532543,0.0047265625,0.050625,0,0,1,0,0,0,0.25,1,0.25,1,0.555555555555556,0,0.333333333333333,0,0.777777777777778,1,0.555555555555556,1,0.555555555555556,0,0.555555555555556,1,0.555555555555556,0,0.333333333333333,1,0,0,0,0,1,1,1
"5507",21,0,255,87,"4","1",4,2,1,3,0.733333333333333,0.8,0.333333333333333,0.6,0.584615384615385,0.53125,0.375,0.529411764705882,0.6,0.4,0.4,0.4,0.0392533995651432,0.0878359890534609,0.0779333114624023,0.0661666021322414,0.254901960784314,0.250980392156863,0.0941176470588235,0.4,0,0.0533653846153846,0.209615384615385,0.0552036199095023,0,0.00284786427514793,0.0439386094674556,0.0030474396511128,0,0,0,1,0,0.25,1,0.25,1,0.555555555555556,0,0.333333333333333,0,0.777777777777778,1,0.555555555555556,1,0.555555555555556,0,0.555555555555556,1,0.555555555555556,0,0.333333333333333,1,0,0,0,0,1,1,1
"5528",21,0,276,21,"1","3",4,2,1,3,0.733333333333333,0.8,0.333333333333333,0.6,0.488372093023256,0.53125,0.375,0.529411764705882,0,0.4,0.4,0.4,0.0838386273966964,0.0878359890534609,0.0779333114624023,0.0661666021322414,0.307971014492754,0.231884057971014,0.0905797101449275,0.369565217391304,0.0428779069767442,0,0.15625,0.00183823529411764,0.00183851490670633,0,0.0244140625,3.37910899653977e-06,1,0,0,0,0,0.25,1,0.25,1,0.555555555555556,0,0.333333333333333,0,0.777777777777778,1,0.555555555555556,1,0.555555555555556,0,0.555555555555556,1,0.555555555555556,0,0.333333333333333,1,0,0,0,0,1,1,1
"5536",21,0,284,8,"3","2",4,2,1,3,0.733333333333333,0.8,0.333333333333333,0.6,0.488372093023256,0.53125,0.375,0.529411764705882,0,0.4,0.6,0.4,0.0838386273966964,0.0878359890534609,0.0525714922696352,0.0661666021322414,0.299295774647887,0.22887323943662,0.112676056338028,0.359154929577465,0.0428779069767442,0,0.15625,0.00183823529411764,0.00183851490670633,0,0.0244140625,3.37910899653977e-06,0,0,1,0,0,0.25,1,0.25,1,0.555555555555556,0,0.333333333333333,0,0.777777777777778,1,0.555555555555556,1,0.555555555555556,0,0.555555555555556,1,0.555555555555556,0,0.333333333333333,1,0,0,0,0,1,1,1
"5573",22,0,71,11,"3","1",2,4,3,1,1,0.6,0.333333333333333,0.466666666666667,1,0.6,0.307692307692308,0.466666666666667,1,0.6,0.4,0.6,3.0517578125e-05,0.152740478515625,0.0232797116041183,0.196380615234375,0.225352112676056,0.211267605633803,0.352112676056338,0.211267605633803,-0.4,0,0.292307692307692,0.133333333333333,0.16,0,0.0854437869822485,0.0177777777777778,0,0,1,0,0,0.5,1,0,1,0.857142857142857,0,0,0.666666666666667,0,0.833333333333333,1,0.25,1,0,0,0.2,1,0.4,0,0.333333333333333,0,0.666666666666667,1,0.25,0,0.25,1
"5588",22,0,86,15,"1","4",2,4,3,1,1,0.6,0.333333333333333,0.466666666666667,0.733333333333333,0.6,0.307692307692308,0.466666666666667,0.4,0.6,0.4,0.6,0.0054509611800313,0.152740478515625,0.0232797116041183,0.196380615234375,0.348837209302326,0.174418604651163,0.290697674418605,0.186046511627907,-0.133333333333333,0,0.292307692307692,0.133333333333333,0.0177777777777778,0,0.0854437869822485,0.0177777777777778,1,0,0,0,0,0.5,1,0,1,0.857142857142857,0,0,0.666666666666667,0,0.833333333333333,1,0.25,1,0,0,0.2,1,0.4,0,0.333333333333333,0,0.666666666666667,1,0.25,0,0.25,1
"5608",22,0,106,20,"4","2",2,4,3,1,1,0.6,0.333333333333333,0.466666666666667,0.733333333333333,0.6,0.307692307692308,0.4,0.4,0.6,0.4,0.4,0.0054509611800313,0.152740478515625,0.0232797116041183,0.0675197050441056,0.283018867924528,0.150943396226415,0.235849056603774,0.330188679245283,-0.133333333333333,0,0.292307692307692,0.2,0.0177777777777778,0,0.0854437869822485,0.04,0,0,0,1,0,0.5,1,0,1,0.857142857142857,0,0,0.666666666666667,0,0.833333333333333,1,0.25,1,0,0,0.2,1,0.4,0,0.333333333333333,0,0.666666666666667,1,0.25,0,0.25,1
"5620",22,0,118,12,"2","3",2,4,3,1,1,0.6,0.333333333333333,0.466666666666667,0.733333333333333,0.62962962962963,0.307692307692308,0.4,0.4,0.8,0.4,0.4,0.0054509611800313,0.0628552213311195,0.0232797116041183,0.0675197050441056,0.254237288135593,0.228813559322034,0.220338983050847,0.296610169491525,-0.103703703703704,0,0.321937321937322,0.22962962962963,0.0107544581618656,0,0.103643639256175,0.0527297668038409,0,1,0,0,0,0.5,1,0,1,0.857142857142857,0,0,0.666666666666667,0,0.833333333333333,1,0.25,1,0,0,0.2,1,0.4,0,0.333333333333333,0,0.666666666666667,1,0.25,0,0.25,1
"5652",22,0,150,32,"3","1",2,4,3,1,1,0.6,0.333333333333333,0.466666666666667,0.733333333333333,0.62962962962963,0.413793103448276,0.4,0.4,0.8,0.2,0.4,0.0054509611800313,0.0628552213311195,0.0445206570012568,0.0675197050441056,0.206666666666667,0.18,0.38,0.233333333333333,-0.103703703703704,0,0.215836526181354,0.22962962962963,0.0107544581618656,0,0.0465854060340342,0.0527297668038409,0,0,1,0,0,0.5,1,0,1,0.857142857142857,0,0,0.666666666666667,0,0.833333333333333,1,0.25,1,0,0,0.2,1,0.4,0,0.333333333333333,0,0.666666666666667,1,0.25,0,0.25,1
"5675",22,0,173,23,"1","4",2,4,3,1,1,0.6,0.333333333333333,0.466666666666667,0.622641509433962,0.62962962962963,0.413793103448276,0.4,0.2,0.8,0.2,0.4,0.0224659189513904,0.0628552213311195,0.0445206570012568,0.0675197050441056,0.30635838150289,0.15606936416185,0.329479768786127,0.208092485549133,0.00698812019566741,0,0.215836526181354,0.22962962962963,4.88338238690948e-05,0,0.0465854060340342,0.0527297668038409,1,0,0,0,0,0.5,1,0,1,0.857142857142857,0,0,0.666666666666667,0,0.833333333333333,1,0.25,1,0,0,0.2,1,0.4,0,0.333333333333333,0,0.666666666666667,1,0.25,0,0.25,1
"5705",22,0,203,30,"4","2",2,4,3,1,1,0.6,0.333333333333333,0.466666666666667,0.622641509433962,0.62962962962963,0.413793103448276,0.446153846153846,0.2,0.8,0.2,0.6,0.0224659189513904,0.0628552213311195,0.0445206570012568,0.0679683248627971,0.261083743842365,0.137931034482759,0.280788177339901,0.320197044334975,0.00698812019566741,0,0.215836526181354,0.183475783475783,4.88338238690948e-05,0,0.0465854060340342,0.0336633631220526,0,0,0,1,0,0.5,1,0,1,0.857142857142857,0,0,0.666666666666667,0,0.833333333333333,1,0.25,1,0,0,0.2,1,0.4,0,0.333333333333333,0,0.666666666666667,1,0.25,0,0.25,1
"5722",22,0,220,17,"2","3",2,4,3,1,1,0.6,0.333333333333333,0.466666666666667,0.622641509433962,0.568181818181818,0.413793103448276,0.446153846153846,0.2,0.8,0.2,0.6,0.0224659189513904,0.0800827979251153,0.0445206570012568,0.0679683248627971,0.240909090909091,0.2,0.263636363636364,0.295454545454545,0,0.054459691252144,0.208848405985686,0.176487663280116,0,0.00296585797127885,0.0436176566827621,0.0311478952900756,0,1,0,0,0,0.5,1,0,1,0.857142857142857,0,0,0.666666666666667,0,0.833333333333333,1,0.25,1,0,0,0.2,1,0.4,0,0.333333333333333,0,0.666666666666667,1,0.25,0,0.25,1
"5744",22,0,242,22,"3","1",2,4,3,1,1,0.6,0.333333333333333,0.466666666666667,0.622641509433962,0.568181818181818,0.3875,0.446153846153846,0.2,0.8,0.4,0.6,0.0224659189513904,0.0800827979251153,0.0118359039593225,0.0679683248627971,0.223140495867769,0.181818181818182,0.326446280991736,0.268595041322314,0,0.054459691252144,0.235141509433962,0.176487663280116,0,0.00296585797127885,0.0552915294588821,0.0311478952900756,0,0,1,0,0,0.5,1,0,1,0.857142857142857,0,0,0.666666666666667,0,0.833333333333333,1,0.25,1,0,0,0.2,1,0.4,0,0.333333333333333,0,0.666666666666667,1,0.25,0,0.25,1
"5764",22,0,262,20,"1","4",2,4,3,1,1,0.6,0.333333333333333,0.466666666666667,0.547945205479452,0.568181818181818,0.3875,0.446153846153846,0.4,0.8,0.4,0.6,0.0668033593367165,0.0800827979251153,0.0118359039593225,0.0679683248627971,0.278625954198473,0.16793893129771,0.301526717557252,0.251908396946565,0.0202366127023662,0,0.180681818181818,0.122027972027972,0.000409520493665569,0,0.0326459194214876,0.0148908259572595,1,0,0,0,0,0.5,1,0,1,0.857142857142857,0,0,0.666666666666667,0,0.833333333333333,1,0.25,1,0,0,0.2,1,0.4,0,0.333333333333333,0,0.666666666666667,1,0.25,0,0.25,1
"5804",22,0,302,40,"4","2",2,4,3,1,1,0.6,0.333333333333333,0.466666666666667,0.547945205479452,0.568181818181818,0.3875,0.476190476190476,0.4,0.8,0.4,0.4,0.0668033593367165,0.0800827979251153,0.0118359039593225,0.0690366859130425,0.241721854304636,0.149006622516556,0.26158940397351,0.347682119205298,0.0202366127023662,0,0.180681818181818,0.0919913419913421,0.000409520493665569,0,0.0326459194214876,0.00846240700136805,0,0,0,1,0,0.5,1,0,1,0.857142857142857,0,0,0.666666666666667,0,0.833333333333333,1,0.25,1,0,0,0.2,1,0.4,0,0.333333333333333,0,0.666666666666667,1,0.25,0,0.25,1
"5843",23,0,91,31,"4","2",1,3,2,4,0.466666666666667,0.466666666666667,0.4,0.6,0.466666666666667,0.466666666666667,0.4,0.565217391304348,0.4,0,0.6,0.8,0.196380615234375,0.196380615234375,0.152740478515625,0.0796977844735522,0.164835164835165,0.175824175824176,0.164835164835165,0.494505494505495,0.0985507246376811,0.0985507246376811,0.165217391304348,0,0.00971224532661205,0.00971224532661205,0.027296786389414,0,0,0,0,1,1,1,1,1,0,1,0.166666666666667,0.166666666666667,1,0,1,0.444444444444444,0.555555555555556,1,0.222222222222222,0,0,1,0,0.444444444444444,0,1,0,1,1,0,1,1
"5883",23,0,131,40,"2","3",1,3,2,4,0.466666666666667,0.466666666666667,0.4,0.6,0.466666666666667,0.654545454545455,0.4,0.565217391304348,0.4,0.6,0.6,0.8,0.196380615234375,0.00778755593903238,0.152740478515625,0.0796977844735522,0.114503816793893,0.419847328244275,0.122137404580153,0.343511450381679,0.0985507246376811,-0.0893280632411068,0.165217391304348,0,0.00971224532661205,0.00797950288240717,0.027296786389414,0,0,1,0,0,1,1,1,1,0,1,0.166666666666667,0.166666666666667,1,0,1,0.444444444444444,0.555555555555556,1,0.222222222222222,0,0,1,0,0.444444444444444,0,1,0,1,1,0,1,1
"5914",23,0,162,31,"3","1",1,3,2,4,0.466666666666667,0.466666666666667,0.4,0.6,0.466666666666667,0.654545454545455,0.347826086956522,0.565217391304348,0.4,0.6,0.4,0.8,0.196380615234375,0.00778755593903238,0.0140899750328174,0.0796977844735522,0.0987654320987654,0.339506172839506,0.283950617283951,0.277777777777778,0.0985507246376811,-0.0893280632411068,0.217391304347826,0,0.00971224532661205,0.00797950288240717,0.0472589792060491,0,0,0,1,0,1,1,1,1,0,1,0.166666666666667,0.166666666666667,1,0,1,0.444444444444444,0.555555555555556,1,0.222222222222222,0,0,1,0,0.444444444444444,0,1,0,1,1,0,1,1
"5925",23,0,173,11,"1","2",1,3,2,4,0.466666666666667,0.466666666666667,0.4,0.6,0.461538461538462,0.654545454545455,0.347826086956522,0.565217391304348,0.4,0.6,0.4,0.8,0.143910944461823,0.00778755593903238,0.0140899750328174,0.0796977844735522,0.15028901734104,0.323699421965318,0.265895953757225,0.260115606936416,0.103678929765886,-0.0893280632411068,0.217391304347826,0,0.0107493204773996,0.00797950288240717,0.0472589792060491,0,1,0,0,0,1,1,1,1,0,1,0.166666666666667,0.166666666666667,1,0,1,0.444444444444444,0.555555555555556,1,0.222222222222222,0,0,1,0,0.444444444444444,0,1,0,1,1,0,1,1
"6065",24,0,63,3,"3","2",4,1,2,3,0.733333333333333,0.866666666666667,0.6,0.466666666666667,0.733333333333333,0.866666666666667,0.555555555555556,0.466666666666667,0.8,1,0.333333333333333,0.4,0.041656494140625,0.003204345703125,0.166923522949219,0.196380615234375,0.238095238095238,0.253968253968254,0.26984126984127,0.238095238095238,0,-0.133333333333333,0.177777777777778,0.266666666666667,0,0.0177777777777778,0.0316049382716049,0.0711111111111111,0,0,1,0,1,0.333333333333333,1,0,1,0.5,0,0,0,0,0.875,1,1,0.555555555555556,0,0.111111111111111,0.833333333333333,1,0,0.166666666666667,1,1,0,0.125,0,0.25,1,0.75
"6089",24,0,87,24,"2","1",4,1,2,3,0.733333333333333,0.866666666666667,0.6,0.466666666666667,0.733333333333333,0.794871794871795,0.555555555555556,0.466666666666667,0.8,0.8,0.333333333333333,0.4,0.041656494140625,0.000111911045678426,0.166923522949219,0.196380615234375,0.183908045977011,0.448275862068966,0.195402298850575,0.172413793103448,0,-0.0615384615384615,0.177777777777778,0.266666666666667,0,0.00378698224852071,0.0316049382716049,0.0711111111111111,0,1,0,0,1,0.333333333333333,1,0,1,0.5,0,0,0,0,0.875,1,1,0.555555555555556,0,0.111111111111111,0.833333333333333,1,0,0.166666666666667,1,1,0,0.125,0,0.25,1,0.75
"6142",24,0,140,53,"1","4",4,1,2,3,0.733333333333333,0.866666666666667,0.6,0.466666666666667,0.838235294117647,0.794871794871795,0.555555555555556,0.466666666666667,1,0.8,0.333333333333333,0.4,5.19420263170225e-09,0.000111911045678426,0.166923522949219,0.196380615234375,0.485714285714286,0.278571428571429,0.121428571428571,0.114285714285714,-0.282679738562091,-0.239316239316239,0,0.0888888888888889,0.0799078345935324,0.0572722624004675,0,0.00790123456790124,1,0,0,0,1,0.333333333333333,1,0,1,0.5,0,0,0,0,0.875,1,1,0.555555555555556,0,0.111111111111111,0.833333333333333,1,0,0.166666666666667,1,1,0,0.125,0,0.25,1,0.75
"6147",24,0,145,5,"4","3",4,1,2,3,0.733333333333333,0.866666666666667,0.6,0.466666666666667,0.838235294117647,0.794871794871795,0.555555555555556,0.4,1,0.8,0.333333333333333,0.2,5.19420263170225e-09,0.000111911045678426,0.166923522949219,0.120134353637695,0.468965517241379,0.268965517241379,0.124137931034483,0.137931034482759,-0.282679738562091,-0.239316239316239,0,0.155555555555556,0.0799078345935324,0.0572722624004675,0,0.0241975308641975,0,0,0,1,1,0.333333333333333,1,0,1,0.5,0,0,0,0,0.875,1,1,0.555555555555556,0,0.111111111111111,0.833333333333333,1,0,0.166666666666667,1,1,0,0.125,0,0.25,1,0.75
"6150",24,0,148,3,"3","1",4,1,2,3,0.733333333333333,0.866666666666667,0.6,0.466666666666667,0.838235294117647,0.794871794871795,0.571428571428571,0.4,1,0.8,0.666666666666667,0.2,5.19420263170225e-09,0.000111911045678426,0.140156745910645,0.120134353637695,0.466216216216216,0.263513513513513,0.135135135135135,0.135135135135135,-0.266806722689076,-0.223443223443223,0,0.171428571428571,0.0711858272720853,0.0499268741026983,0,0.0293877551020408,0,0,1,0,1,0.333333333333333,1,0,1,0.5,0,0,0,0,0.875,1,1,0.555555555555556,0,0.111111111111111,0.833333333333333,1,0,0.166666666666667,1,1,0,0.125,0,0.25,1,0.75
"6238",24,0,236,88,"1","2",4,1,2,3,0.733333333333333,0.866666666666667,0.6,0.466666666666667,0.891025641025641,0.794871794871795,0.571428571428571,0.4,0.8,0.8,0.666666666666667,0.2,2.39140207964272e-25,0.000111911045678426,0.140156745910645,0.120134353637695,0.661016949152542,0.169491525423729,0.0847457627118644,0.0847457627118644,-0.31959706959707,-0.223443223443223,0,0.171428571428571,0.102142286895034,0.0499268741026983,0,0.0293877551020408,1,0,0,0,1,0.333333333333333,1,0,1,0.5,0,0,0,0,0.875,1,1,0.555555555555556,0,0.111111111111111,0.833333333333333,1,0,0.166666666666667,1,1,0,0.125,0,0.25,1,0.75
"6272",24,0,270,34,"2","1",4,1,2,3,0.733333333333333,0.866666666666667,0.6,0.466666666666667,0.891025641025641,0.808219178082192,0.571428571428571,0.4,0.8,0.4,0.666666666666667,0.2,2.39140207964272e-25,3.91468756582362e-08,0.140156745910645,0.120134353637695,0.581481481481481,0.27037037037037,0.0740740740740741,0.0740740740740741,-0.31959706959707,-0.23679060665362,0,0.171428571428571,0.102142286895034,0.0560697913993896,0,0.0293877551020408,0,1,0,0,1,0.333333333333333,1,0,1,0.5,0,0,0,0,0.875,1,1,0.555555555555556,0,0.111111111111111,0.833333333333333,1,0,0.166666666666667,1,1,0,0.125,0,0.25,1,0.75
"6364",25,0,111,51,"3","2",2,1,3,4,0.733333333333333,0.866666666666667,0.6,0.533333333333333,0.733333333333333,0.866666666666667,0.560606060606061,0.533333333333333,0.8,1,0.6,0.4,0.041656494140625,0.003204345703125,0.0606203978506029,0.196380615234375,0.135135135135135,0.144144144144144,0.585585585585586,0.135135135135135,0,-0.133333333333333,0.172727272727273,0.2,0,0.0177777777777778,0.0298347107438017,0.04,0,0,1,0,0.8,0.8,0.8,0.8,0,0,1,1,0,0.5,1,1,0,0.5,1,1,1,0.666666666666667,0.333333333333333,0,1,1,0,0,0,0,1,1
"6464",25,0,211,100,"2","1",2,1,3,4,0.733333333333333,0.866666666666667,0.6,0.533333333333333,0.733333333333333,0.956521739130435,0.560606060606061,0.533333333333333,0.8,1,0.6,0.4,0.041656494140625,3.69480386478009e-27,0.0606203978506029,0.196380615234375,0.0758293838862559,0.545023696682464,0.308056872037915,0.0710900473933649,0,-0.223188405797102,0.172727272727273,0.2,0,0.0498130644822517,0.0298347107438017,0.04,0,1,0,0,0.8,0.8,0.8,0.8,0,0,1,1,0,0.5,1,1,0,0.5,1,1,1,0.666666666666667,0.333333333333333,0,1,1,0,0,0,0,1,1
